[ 2025-02-04 21:20:27,024 ] 19 root - INFO - Initiate the data ingestion
[ 2025-02-04 21:20:28,737 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-04 21:20:28,737 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-04 21:20:28,737 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-04 21:20:28,797 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-04 21:20:28,798 ] 21 root - INFO - Data Initiation Completed
[ 2025-02-04 21:20:28,804 ] 26 root - INFO - Initiate the data Validation
[ 2025-02-04 21:20:28,851 ] 33 root - INFO - Required number of columns:2
[ 2025-02-04 21:20:28,863 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-04 21:20:28,863 ] 33 root - INFO - Required number of columns:2
[ 2025-02-04 21:20:28,863 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-04 21:20:29,008 ] 28 root - INFO - data Validation Completed
[ 2025-02-04 21:20:29,008 ] 32 root - INFO - data Transformation started
