[ 2025-02-05 22:09:39,336 ] 20 root - INFO - Initiate the data ingestion
[ 2025-02-05 22:09:41,884 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-02-05 22:09:41,884 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-02-05 22:09:41,896 ] 75 root - INFO - Exporting train and test file path.
[ 2025-02-05 22:09:41,995 ] 84 root - INFO - Exported train and test file path.
[ 2025-02-05 22:09:41,996 ] 22 root - INFO - Data Initiation Completed
[ 2025-02-05 22:09:42,004 ] 27 root - INFO - Initiate the data Validation
[ 2025-02-05 22:09:42,087 ] 33 root - INFO - Required number of columns:2
[ 2025-02-05 22:09:42,087 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-05 22:09:42,087 ] 33 root - INFO - Required number of columns:2
[ 2025-02-05 22:09:42,087 ] 34 root - INFO - Data frame has columns:31
[ 2025-02-05 22:09:42,407 ] 29 root - INFO - data Validation Completed
[ 2025-02-05 22:09:42,410 ] 33 root - INFO - data Transformation started
[ 2025-02-05 22:09:42,411 ] 56 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-02-05 22:09:42,411 ] 58 root - INFO - Starting data transformation
[ 2025-02-05 22:09:42,479 ] 42 root - INFO - Entered get_data_transformer_object method of transformation class
[ 2025-02-05 22:09:42,479 ] 46 root - INFO - Initialized KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-02-05 22:09:42,519 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-05 22:09:42,526 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-05 22:09:42,527 ] 47 root - INFO - Entered the save_object method of MainUtils class
[ 2025-02-05 22:09:42,533 ] 51 root - INFO - Exited the save_object method of MainUtils class
[ 2025-02-05 22:09:42,535 ] 37 root - INFO - data Transformation completed
[ 2025-02-05 22:09:42,535 ] 39 root - INFO - Model Training sstared
